author,comment
alinapriani2890,Bagus banget bahannya sukaa pengen beli jaket yang ada cubluknya itu tapi keabisan jadi beli bajunya aja 2 wkwk
d*****6,"Produk bagus, pengemasan sukaa. Good dan recommended seller. Maap gambar engga sesuai karna sedang dicuci ehe"
widiafty_,"Pengiriman cepat, barang realpict,pasti bakal order lagi . kwalitas ga diraguin lagi terbaikkkk pokonya.thxU 😍"
u*****1,"Kualitas produk baik...produk original,,pengiriman sangat cepat..respon penjual sangat baik.....,................"
rendybrian,"Oke barang memuaskan sesuai dengan apa yang kita mau
Semoga kualitas baik selalu, berkah untuk saya dan penjual
Sukses terus min
Thanks"
annisazulfarra,Sukaaaaaaaaaaaa tengkiuuuuu moga pacar w sukaaaa heuheuehe
jonatanmarbun0705,"Bagus banget baju nya
Ganteng kan gua di foto 
Hahahahhahahahahahha
Love you Rafi Ahmad

Mantap"
rikobrengsex,"paket sudah di trima,,pengiriman baik,,produk original,"
ayusilviadewi,"Dapet harga sale, barangnya bagus bahannya aku suka!! Terimakasih erigo✨🌈"
alamimaart,Baju nya lagi di cuci tp overall bagus banget bahan nya ga mudah rontok sablon nya juga bagus banget awet kuat
murianti14,Barang datang sesuai pesanan. Semoga selalu amanah dan makin maju tokonya. Aamiin. Ternyata size nya gede gede
e*****1,"Pengiriman cepat, barang bagus, harga murah, terimakasih seller."
n*****5,Gak sempet kefoto tapi kado buat doi soalnya tapi bagus kok doi sukaaa
verakurniawatii,Sukak bahan tebal adem nyaman pengiriman juga cepat peking aman
annisanggun,"Alhamdulillah sdh sampai, buat kado kakak... Bagus barangnyaa sukak!!!! Lumayan bgt karena belinya wktu sale 12.12🥰"
fardaizzah99,Aaaaa sumpah sukak sekali. Adik sukak banget karena ini buat adik.
lifiamargaretha2225,"Kualitas produk sangat baik, produk original, harga produk sangat baik, pengirimann cepatt bngett, harga pass "
megapangaribuan123,Pengiriman nya lumayan cepattt bangettt sihhhh. Pesanannya juga sesuai aplikasi HH. Terimakasih yahhh
budianto.21,Bahannya adem suka banget gak. Pernah mengecewakan uda order kali kedua dan sama-sama bagus enak buat sehari2
nayyara123456,"Paket sudah sampai, produk original sesuai dengan pesanan, produk oke banget suka sekali. Terima kasih kakak"
unyilgila,bagus asli deh hhh langganan banget pokok nya hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
megasuckma21,"Bagus bajunya bahanya Alus ,adem semoga suami suka dan sering* discount ya hahah thanks next order laaaagiiii"
ferryal08,"Kereeeeeeeeeeeeeeeen bangeeeeeeeeeeeeeeeeeet,
Kereeeeeeeeeeeeeeeen bangeeeeeeeeeeeeeeeeeet👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍"
d*****m,"KUALITAS JANGAN DI RAGUKAN LAGI, PRODUK ASLI SAMA DENGAN DI MALL. MANTAP POILL DI TUNGGU DISKON BESAR2AN LAGI "
k*****u,"kaosnya adem...enak dipakenya...
sesuai dengan di gambar n keterangan...
pengemasan rapi n aman...
sukaaaa..."
l*****8,Dah sampaiii punnnnnn matul pokoknyaaaaaaa👍👍👍👍👍👍👍👍👍👍👍👍
ardelianabilah03,Bagus bangetbanget pokoknyaaaaaaaaaaaaaaaaaaaaaaaaaaaa
c*****a,"Bagus banget bahannyaaaaaa, pengirimannyaaa jugaaa cepattt"
d*****.,"Beli buat kado, katanya sii bahannya agak panas yaaa huhuhu. 
""Yang geser i sambungan dibadan ga lurus jahitannya,tp wajar nek itu""

👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽"
h*****s,"Hai kak, thank you barangnya sudah sampai dengan selamat. 
Pengirimannya cepet banget 😍👍🏻"
diah.nur06,"Bagus bgttt bahannya juga adem, pengiriman cpt juga sehari sampe🥳🥳🥳"
nettihera0427,Gk pernah nyesel beli disini uda beberapa kali puas..seller ramah..huhuu semoga lancar jaya yess usaha nya..
bunda_renie,"Baru pertama kali nyobain beli baju erigo ini, seperti nya nyaman dipakainya, terima kasih untuk harga flash sale nya."
n*****h,"Pesanan sesuai, dan pengirimannya cepat Terimakasih heeeehehe"
dindakiranalarassatizahlad,Baaaaaaaaaggggggguuuuuuuuuuuussssssssssssssssssssssss
m1dnfatmynw3intqippjximmvbk_,Jwjsbvshgfsajsbsnskdkdkwnsjsjisbsjsisnsisnsjbsjsnsbsjskdkkd hd
elisa_fardiya,Terlaluu uwuwww ndbudndgajbdgxhsbvshdjfjxjdbxhjxbdh
deviand2806,Bzbzbzbbshshshhshshshhshshsbshsbhshshshhshshhhshhshbssbbsbsbnsnznnjxuudeuueueueuehhsbbbsbsbbsnsnnssnnsnssnnnsnsnsnnsnsnsnsnndbxbbbbzhsbjsnnsnsnsnsmmsnsmmsmsnsjjsjjsjsnsjsj
aisyahprasetyawati24,"Ngepas bngt agak kekecilan dileher dan ditangan salah ukuran sepertii harusnyaa L,tapii untuk bahannya oke."
s*****y,"Alhamdulillah sampekkkkkkkk, cepet meskipun beli pas 9.9 ekspedisinya cepet makasih yak"
s*****a,Kualitas produk baik harga produk baik yang jual baik yang beli lebih baik
ismailtaopik,"Produk bagus , sangat memuaskan .  Pokoknya keren banget.  Gak bakalan mengecewakan . Mantap dekh pokoknya . Sip sip sip "
widhie,"Pengirimann cepatt,,hanyaa saja kmrn sempat bawelln Krn Brg Tdk dikirm"",ternyata ada salah 1 barang yg kosong,,"
m*****8,Bagus berfungsi dengan baik next order lagi warna lain yuhuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuiiiiiiuuuuuuuuuuu
m*****_,Mantappppppppppppppppppppppppppppppppppppppppppppppp
hikmawan1,Kualitas produk sangat sangat sangat baik dan memuaskan..pngiriman cepat...intinya produknya memuaskan...
h*****l,"Superrr cintaa Bagus star seller toko nya, recommended. Baguss kualitas harga mantap....., Mantap polll"
r*****2,Wanjay qeren bingouuuu  hihi saya sukakk dipake terus ini buat ke acara2
lusianadewi02,"Kualitas produk sangat baik
Produk original
Harga produk sangat baik
Kecepatan pengiriman sangat baik 
Thx"
dasnahh_,"Maaf foto dan video random, bajunya baguss. Sablon dan bahannya baguss tapiiii ukuran L lebar bajunya kyk nya kurang gede dikit. Jd kalo dipake agak slim, thank youuu"
sukronhidayat25,Sukaaaaa pooollll. Produk ori. Tapi kemarin pengiriman agak lama. Mungkin karna overlod shopee 99 overall puas poll
nur_arifin6,"Produk oke bahannya bagus banget.
Pengiriman jg cepat.
Packing oke rapi."
t*****h,"Aanaku suka banget,selain bahan nya halus ficturenya jg dia suka,dpt sticker pula,pokoknya top banget dech"
menastuff.id,"Sesuai pesanan, pas buat suami jadi kek bujangan lagi jadi takut dilirik cewek lain wkwk 😂
Thanks seller 👍 "
yulidar23,"bagus ko, cepet pengirimannya, adminnya baik bgt dan cepet jawabnya aku suka aku sukaa hehehehehehehhehehe"
julianataniar,"Suka sekali kak makasih ya nnti mau beli lg👍👍👍👍👍😍😍😍😍😍
Mantul banget keren
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍"
dinaardinasty,"Udah kesekian kali nya beli produk Erigo dan memang bagus, good seller👍👍 Top markotop"
wendaanggraini,Barangnya udah sampe bajunya bagusss makasihhhhhhhhhhhh
msglowgombongkebumen01,"Sebenernya beli buat kado bapa sehat. Ternyata sebelum paket sampe, bapa udah pulang ke Rahmatullah. Jd bingung ini mau buat siapa."
w*****i,"Pengiri.an cepat, kualitas produk best pokoknya 🥰🥰"
atasnamanatalia,Good sukak udh 5x beli disini harga pas kualitas good i like😄
sekarswd,"Bahannya lembut, adem, enak dipakai. Memang terbaik erigo, selalu jd langganan. Pengemasan cukup lama ya."
s*****6,"Terima kasih barang sudah diterima, semoga awet........."
bunda010173,Brand nya erigo anak2 sdh tahu brand inj bahannya adem lembut ga bikin gerah buat daerah tropis kaya kita
y*****4,"mantappppp gannnn bagussssss bangettttttttttttttttttttt, cuma pengirimannyaaa lumayan lamaaaaaa ya gannnn"
tikamareta05,"Pengiriman cepatt,bahannya halus,sablonnya cuma kurang bagus,harga murah tapi kualitas bagus,seller ramah"
z*****s,"Sudah pasti memuaska itu bisa dipastikan.
Terima kasih erigo.
Semoga pengemasannya bisa lebih cepat lagi."
p*****h,Terimakasih seller. Sampai dengan selamat dan sesuai pesanan. Keren deh. Maaf ga pake foti video bajunya.
listyacahyani,Realpict .bahan lembut adem..nyaman dipakenya juga..next time order kembali.. recommended banget pokoknya
_kristin88,"Bahannya adem plus halus juga, bakalan sering beli disini. Packingnya aman banget dan sampai dengan aman."
mayesamaharani,bahannya bagus bangettttttt ga mengecewakan next order disini lagi
s*****2,"Bajunya nyaman dipake 
Adem juga bahannya 
Sablonnya juga baguss"
m*****_,"Bajunya baguss, bahannyaa baguss, next bakalan order lagi dan kualitasnyaa bagusss juga harganyaa murcee"
plaintshirt.id.id,Terimakasih. Maaf baru ngasih nilai . Rekomen banget. Barangnya bagus. Sukses selalu
annisa07122,"Bagus bajunya, coba beli 1 dlu buat nyoba ukuran trnyta pas Alhamdulillah, tencu erigo next order lagi 🙏🙏🙏🙏❤️❤️❤️"
t*****a,Bagussssssssssssssssssssssssssssssssssssssssssssss
fitri_andriyan1,Bagussssssssssssssssssssssssssssssssss_sssssssssss
a*****.,Pengiriman sangat cepat. Kaosnya bagus. Muraaahhhh.....
ummi.thoyibah,"terimakasih erigoooo✨👍🏻, kualitas barangnya nga pernah mengecewakan👍🏻👍🏻 bahannya tebal dan pastinya keren🔥🔥🔥  harga produk sangat baik dan produk original👍🏻👍🏻👍🏻👍🏻"
r*****2,Pengiriman cepat. Baju ukuran dan gambar sesuai pesanan. Bajunya udh keburu dicuci jd ga ada gambarnya :(
rahayuw75,"Barang sampai dengan baik, jumlah sesuai dengan pesanan, bahannya adem, semoga penjualnya tetap amanah."
lelykuntarti,Top banget ini kainnya adem banget sama sablonannya surprisingly lembut banget semoga ga gampang pudar.
takurz.fashion,koleksi kaos kedua check! selalu bagus dan gapernah kecewa rasanya pengen beli semua. terimakasih erigo
e*****i,"alhamdulilah mendaraaat cantiikk
sukaaaakkkk bangeeeet
hargaaa okee
terrrimmmaaaakasssihhhhh kaka"
m*****y,Bagus bangeett dengan harga murah...next bakalan order lagi..
d*****i,"pertama kali beli bajuu ini si karena kemaren lagi turun harga jadi 40rb wkwk,bajunya bagus bangettt seriusssss😭thank u buat free stikernyaa"
putrielvianti,"Bner"" puas sma kwalitas erigo. Bhan nya bner"" adem, hlus dngan hrga yg bner"" murah ni sih mantul banget"
cindyaanis28,"Kualitas produk sangat baik, produk original, harga produk sangat baik, kecepatan pengiriman sangat baik, respon penjual sangat baik"
bazarwati,"Kualitas produk okee
Respon penjual okee
Pengiriman sangat baikk
Harga produk baikk
Produknya origanall"
a*****a,"Barang sudah diterima dengan aman dan selamat, terimakasih ya🙏🏻"
lilisa29,"Baguss banget, agak ngepas sidibadan suami tapi bagus banget bahannya gak usah diragukan lagi pokoknya 😍😍"
n*****3,"Pengiriman cepat
Produk bagus"
millaezar,"Alhamdulillah kaos nya udh sampe.bahannya bagus,sablon nya juga bagus .mksh ya seller .anak saya suka."
f*****4,"Saya sangat suka dengan barang nya 
Sudah sampai 
Barang nya bagus 
Saya sangat suka dengan barang nya 
"
safiraayuu,"Keren bgt dpt pas flash sale, bahannya adem enak dipake, ternyata di aku jd oversize, tp tidak kecewa😍"
nurbaitiyanto,"Barangnya bgus, halus, adem, lembut, pengemasan oke, pengiriman cepat, semua oke, senang belanja d sini"
i*****2,Bsbsjxus kalsjxhudhw kalsjyxxhbsbwkspspx nakwhhxhx
favorables,sukaaak udh beli kesekian kali ga pernah gagal. alhamdulillah selalu suka cocok buat jd kado hehe
nida_13,"Brand kesayangan, dimulai celana kaos kemeja jaket semua pake erigo. Kualitasnya bagus banget bahannya adem"
liseua,"Produk original pengiriman cepet bgt,, bahannya halus sablonannya juga bagus,, recomendeddeh pokoknya"
ainun114,"Kualitas bagu, kirim sesuai orderan. Gooddddd👌🏻👍🏻👍🏻👍🏻🥰🥰"
r*****3,"Kualitas produk sangat baik, pengemasan produk baik, pengiriman produk baik, bahanya enak adem di pake. "
jauzaaeka,"Bahannya halus, bagus bangeet semoga cocok, Pengirimannya cepat"
m*****q,"Bahan bagus... harga bagus..
Keren.... keren...kerennn....

Bahan bagus... harga bagus..
Keren.... keren...kerennn....

Bahan bagus... harga bagus..
Keren.... keren...kerennn....

Bahan bagus... harga bagus..
Keren.... keren...kerennn...."
bagteutic,Bahan adem ga panas tapi agak tipis. Sofar sih nyaman. Suka sama motifnya
tri_subirahwati,"barang datang dengan aman, produk bagus, kurir juga ramah, pengiriman nya juga cepat terimakasih yaa "
adzra26,kualitas produk sangat baik. harga produk sangat baik. pengiriman sangat cepat adminnya juga ramah👍🏻
l*****a,"Bagus kok erigo gausa diraguin lagi, dapet sale 12.12 jadi 39rb doang, makasih ya next order lagi👼👼👼"
r*****a,"Mantep banget pesen jam 1an sorenya langsung di kirim. Sekitar jam 10pagi sudah sampe rumah. Gak usah tanya kualitas, semua orang udah tau kualitas produk Erigo❤️"
habibahummu68,Yuhuuu suka banget barang nya. Realpict banget. Pengiriman nya cepet banget
h*****i,"Bagus banget barangnya, pengirimannya juga cepet banget. Padahal beda pulauu 👍👍"
n*****9,"Paketnya dateng dengan sangat cepat , kurirnya pun ramah , next order di sini lagi"
h*****9,Produk sesuai deskripsi bahannya adem pengirimannya cepat pokoknyaa the best recomend bangett beli ditoko ini ga bakal ngecewain dehhh
widyaaja91,"Packingnya rapi dan bagus, pengirimannya cepat dan dapat gimmick juga..."
n*****a,"Celananya bagus pas di temen ku, kainnya bagus 
Pengirimannya agak lama semoga segera di tingkatkan"
fitrijuwitasari26,"baguuuuuus
sukaaaaaaaaaa
puasssssssss
hanya saja pengirimanya lamaaaaaa
terimakasih sellerrrrrrrrrr"
d*****i,"Bahannya adem bgt yaampun kaya lagi dipuncak 🤣🤣
Selalu suka dan suka sama bahannya. Thankyou, Erigo"
nisrinanurubay,"bagus bgt produk nya pokonya pas juga dibadan, pengirimannya juga cepet ko. Diskonnya sih mantulll✨"
widyasarah14,"bagusss dehh!!! sumpah seneng banget krn 12.12 kemaren harganya jadi murah hahahaa, sukaaa pokonyaa"
ariorio24,"Barang udah nyampai,,,  bagus barangnya,,,pakingnya rapi,...
Ini pembelian aku yang ke 3 pokok siip poll"
hilda777,"Alhamdulillah sudah sampai, tp belum dibuka semoga Suami suka, maaf bukan foto asli karna lg di RS"
f*****w,"Ukuran M ternyata lengan nya pendek, padahal LD nya udh pas. Hmmm"
a*****i,"Alhamdulillah udah nyampe sih ini udah beberapa kali beli di sini Alhamdulillah memuaskan ☺️
Terima kasih 🙏🏻"
sheiva_arthaa,"Kualitas produk sangat baguss, dan diterima dengan baik, bahannya juga lembutt , dan harganya sangat baguss
Kualitas produk sangat baguss, dan diterima dengan baik, bahannya juga lembutt , dan harganya sangat baguss
Kualitas produk sangat baguss, dan diterima dengan baik, bahannya juga lembutt , dan"
d*****9,"kualitas produk sangat baik, produk original, pengemasan agak lama tapi gpp barangnya bagus sangat"
d*****i,"Barang sangat sesuai, kualitas sangat bagus. Pengiriman cepat dan aman terimakasih banyak seller.."
y*****i,Bahan halus dan adem. Sablonan halus. Pengiriman cepet banget.
mayarajwa,"Maaf baru sempat kasih nilai & foto tidak sesuai. Pengirimannya cepat, bahan kaos adem, sablonnya juga bagus"
whiwiw,"Sekali beli langsung suka sama produknya sampe kalap belanjanya .. 
bahan nya bagus nyaman dipakai"
a*****a,cepet nyampenya kainnya enak baguss banget pakaging aman juga suka bangett sama yang ini desainnya
s*****a,"bagus dan keren bajunya, kualitasnya bagus,  beli dengan harga sale., sering sering sale yahh:))))"
i*****i,"bahannya adem bangett,motifnya bagus,dan harganya murceee"
akusajabeb,Harga Produk sangat Murahh 65.000 udh dapat Brand terkenal sampai luar negeriii.... cocok untuk Hadiah Pacar mu
ayukadwi04,"Bagus, tapi kainnya agak tipis.. Tapi gapapa sukaa.. Terimakasih"
julisaeni,Sangat baik produk nya pasti nya walau pun saya tidak lihat..karena saya masih kerja iluar...trimakasih
gnani22,"Kualitas produk sangat baik, produk original, pengiriman sangat cepat, respon penjual sangat baik"
d*****n,"Real pict, pengemasan 2 hari, sablonnya ga sebagus yang di bayangkan tapi ya masih oke lah. Thankyou seller"
larasrmdn,Terimakasiiiihhh pakeeett sudaaahh sampaaaaiii........
titakhairiyah26,"Packingan bagusss, amannn mendarat dengan baik, pas event 12.12 sukanyaa makasihhh erigo dan shopee"
nunik_pratiwi,"Barangnya realpict dan ori pastinya bahannya bagus bgt, datengnya cepet tengkyu erigo❤️❤️❤️❤️❤️❤️"
bagas_654321,Barang nya harus melihat ini juga merupakan bagian dari genus Onthophagus dan familia Bombyliidae
b*****a,"mantap bangettttt beli pas flashsale dapet harga 30rban, thankyou erigoooo. cinta banget pokoknya"
w*****9,"Mantabb bengeeeuudddd lurrrrrdddd , terimakasiiiiii🤙🤙🤙"
ayuwandiraginting,"Produk original, kualitas produk sangat baik, harga produk sangat baik, pengemassn sangat baik.."
j*****i,"Pengemasannya rapi. Bahan juga bagus. Sablon juga bagus. Cuma agak kebesaran sihhh. Harganya juga untung dapat diskon. Tapi bagus sihhh gak papa.
"
intasmt.zz,"Kualitas erigo udh gapernah diragukan lagi, emg berkualitas, numpung promo mari kita boronggg"
mayless_glowskin94,Seperti biasa bahan baguss tidak mengecewakan.. tp pengemasan selalu lama.. tingkatkan lg ya min
a*****u,"Udah sampai thank youuuu ya seller,  packingnya rapih, pengiriman cepat pokoknya thnk u seller 😊"
ricky_sandra,Terimakasih...  Paketan nya udah nyampe... Bahan kaosnya lembut.... Ini order yg ke 2 x........
n*****_,Mantab pokoknya erigo selalu jadi langganan brand lokal brow
p*****s,Bbagus baguscj wjansiw sis sjs shsnbjs  sbsjsbsns sjs sbs sss s  s        fjd d djs sjsb djsbd sjsb dskd s dbsisn sjs s djs dns sksns djedbdv
l*****a,"Kualitas produk baik, pengiriman cepat sekali, seller ramah, sudah langganan beli kaos di erigo karna kaosnya juga adem"
a*****a,bahanmya baguss banget pengirimannyaa lama tp tetep worth it karena waktu itu lg sale1.1 thnkuu
a*****0,Maksih erigo kaosnya adem benerrr kualitas josss barang original pas flash sale hargnya muraahh
marwahamini,"Kualitas produk sangat baik , ukurannya pass bgt , tp pengirimannya lama bangettt tp gpp lah ok"
s*****h,"barang cepat sampai, kualitas jgn diragukan, uda kesekian kali order erigo"
stfatimahazzahraa,"Pengiriman cepat, kualitas bagus tapi sayang minus dipengamasan... lain kali paperbag nya dipisahin aja."
a*****3,"Kualitas produk baik, pengiriman sangat cepat, produk original "
yesintaa_,"Produk bagus untuk kado, kemasan jugaa, terimakasihhhh yaaaa"
_*****r,mantap baru juga kemarin di checkout eh besok sorenya udah nyampe sukses terus Erigo & team
a*****s,"bagussss.. thank you seller , beli pas promo jadi lumayan bgt harganya🥰"
r*****5,"Agak kdegedean sih, tp so far so good..
Barangnya kualitaasnya bagus...
Gak nyeseeeeeel deh pokoknyaaaaaaa"
